state,dates,cum_positive_cases,cum_positivity_rate,daily_positive_cases,cum_recovered,daily_recovered,cum_deceased,daily_deceased,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tests,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma,cfr1_point,cfr2_point,cfr3_point,cfr3_l95,cfr3_u95,cfr3_l50,cfr3_u50,dbt_point,dbt_l95,dbt_u95,rt_point,rt_sd,rt_l95,rt_u95,rt_l50,rt_u50,t_end
Nashik,2020-04-09,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59436536268668,1.9920792830999399,0.23455419677985298,7.69678770478394,6.41797505880203,6.41797505880203,80.0
Nashik,2020-04-10,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5613389443675603,1.9759588666922803,0.239816817843851,7.75665614967967,6.4391241459344695,6.4391241459344695,81.0
Nashik,2020-04-11,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60599830007069,2.0187472680488403,0.237263916712362,7.73962981467862,6.558464271440281,6.558464271440281,82.0
Nashik,2020-04-12,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5707232835522102,1.9737277798200301,0.225860689202725,7.45069842265281,6.324114982841519,6.324114982841519,83.0
Nashik,2020-04-13,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60564193591243,1.9878450399221599,0.230667625675964,7.744858690405719,6.48555312004478,6.48555312004478,84.0
Nashik,2020-04-14,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60766390777775,2.00062890200152,0.23838960004653198,7.652034331033129,6.4960117224171,6.4960117224171,85.0
Nashik,2020-04-15,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6142983988606,2.00614190725766,0.229329296162067,7.681111866325849,6.44443129195552,6.44443129195552,86.0
Nashik,2020-04-16,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5863299284782597,2.01473017937502,0.231200278724924,7.752511467354469,6.50594020080189,6.50594020080189,87.0
Nashik,2020-04-17,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.737547752027996,6.237657149415951,14.8918677051178,39.227512082862205,36.7458543286724,36.7458543286724,88.0
Nashik,2020-04-18,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,68.2842992627681,28.094214627857298,20.0614222870734,115.91189714594,110.57741911580099,110.57741911580099,89.0
Nashik,2020-04-19,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.385649350224398,21.658800159976,3.97500420534379,84.7515979940728,72.8430344655015,72.8430344655015,90.0
Nashik,2020-04-20,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.86703140169366,5.74654149194815,1.89235298596718,20.5923099047985,15.3245277645392,15.3245277645392,91.0
Nashik,2020-04-21,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.7189428610964104,1.5263753376498002,2.24058175441652,7.91158136543116,6.328306318275031,6.328306318275031,92.0
Nashik,2020-04-22,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.7402950405895496,0.5006005178491529,1.99314429324144,4.00255288638835,3.70619451086883,3.70619451086883,93.0
Nashik,2020-04-23,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.34865229436467,0.35157431086167795,1.7562117612677601,3.11668181602759,2.98193315056215,2.98193315056215,94.0
Nashik,2020-04-24,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.9395296590862103,0.39910162464436405,2.2819600623677503,3.81279307100906,3.66918511349121,3.66918511349121,95.0
Nashik,2020-04-25,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.38095123244215,0.319864267233098,1.82572656163757,3.08597177277966,2.94694141033289,2.94694141033289,96.0
Nashik,2020-04-26,131,,,2,,12,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.85657923700576,0.260539481667702,1.42357047524628,2.41403117352142,2.31503780220647,2.31503780220647,97.0
Nashik,2020-04-27,146,,15,5,3,12,,,15.0,,,,,85.47306640520424,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.83658196432044,0.219764006204415,1.49030854961155,2.3430720557059503,2.25080884648313,2.25080884648313,98.0
Nashik,2020-04-28,195,,49,6,1,12,,,32.0,,,,,119.20381674902046,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.393798226763787,6.393798226763787,6.393798226763787,1.62139622344472,0.145572517474808,1.37589956380846,1.9515718078340802,1.88675315950612,1.88675315950612,99.0
Nashik,2020-04-29,195,,,6,,12,,,32.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091286026043927,0.783184961719027,7.399387090368828,1.37306764095154,0.10901117868977901,1.1796139418548202,1.60358218697932,1.56554882596625,1.56554882596625,100.0
Nashik,2020-04-30,197,,2,6,,12,,,22.0,,,,,95.46129830313039,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.3665652803959,0.0975045540332038,1.19067240828918,1.57501162563045,1.53813642479378,1.53813642479378,101.0
Nashik,2020-05-01,242,,45,6,,12,,,27.75,,,,,165.05143857556678,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.28869251677514,0.0805465491141747,1.14199655341878,1.45979257151546,1.42877449171518,1.42877449171518,102.0
Nashik,2020-05-02,262,,20,6,,12,,,26.2,,,,,129.35579015347,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.04064695234084,0.0642422765935406,0.9217682676352241,1.17274660762627,1.14905231579306,1.14905231579306,103.0
Nashik,2020-05-03,284,,22,6,,12,,,25.5,,,,,111.01674142285147,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.93845209463751,0.0558736193517494,0.83248147944,1.0505872993796501,1.03225141139936,1.03225141139936,104.0
Nashik,2020-05-04,382,,98,6,,12,,,39.333333333333336,,,,,256.5829407221361,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9207844929426551,0.0542867567678263,0.8201928560003678,1.03277711413745,1.0124699256553,1.0124699256553,105.0
Nashik,2020-05-05,409,,27,6,,12,,,35.666666666666664,,,,,161.12164241900567,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.7892397655656039,0.0499384113817349,0.697372014447051,0.8927820296237321,0.874080624952802,0.874080624952802,106.0
Nashik,2020-05-06,463,,54,24,18,12,,,38.285714285714285,,,,,201.89327754332723,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.706635013704684,-17.537014799229734,34.950284826639106,0.776571020368604,0.0503665122074337,0.681435425849735,0.8779928214418999,0.860619436396073,0.860619436396073,107.0
Nashik,2020-05-07,533,,70,24,,12,,,48.0,,,,,199.10967193242976,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4970788878301295,1.6227740064639198,9.371383769196338,0.752402702383555,0.05227142628137,0.653592569324898,0.8606023550461891,0.841521967643679,0.841521967643679,108.0
Nashik,2020-05-08,557,,24,42,18,12,,,45.0,,,,,178.31450060396054,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.651282996113413,1.9106647149040366,9.39190127732279,0.621244327776306,0.0491897811046565,0.5279550395175011,0.7206943134237951,0.704510428010431,0.704510428010431,109.0
Nashik,2020-05-09,595,,38,42,,20,8,,47.57142857142857,,,,,190.75885509973742,,,8.0,1.7241379310344827,16.666666666666668,4.9079754601226995,4.9079754601226995,4.9079754601226995,4.9079754601226995,4.9079754601226995,6.134245854104033,0.707934424819527,11.560557283388539,0.547516830998498,0.0484129221516759,0.45749316183129796,0.6460975022688961,0.6303946587220479,0.6303946587220479,110.0
Nashik,2020-05-10,659,,64,47,5,34,14,,53.57142857142857,,,,,318.14974717492686,,,11.0,4.166666666666667,32.83582089552239,12.021857923497267,12.021857923497267,12.021857923497267,12.021857923497267,12.021857923497267,7.08786043571062,1.12649070896334,13.0492301624579,0.544136573717578,0.0538184888424662,0.44553240495491997,0.6566359287960689,0.637550890767561,0.637550890767561,111.0
Nashik,2020-05-11,696,,37,47,,34,,,44.857142857142854,,,,,201.4020530237571,,,11.0,3.893805309734513,32.83582089552239,10.2803738317757,10.2803738317757,10.2803738317757,10.2803738317757,10.2803738317757,8.135898294179745,3.327707329595386,12.944089258764103,0.7457730478437551,0.0764738856757084,0.6063177119887261,0.9038654215670658,0.877788289828189,0.877788289828189,112.0
Nashik,2020-05-12,741,,45,103,56,34,,,47.42857142857143,,,,,167.9987856929876,,,11.0,3.6065573770491803,17.88617886178862,8.627450980392156,8.627450980392156,8.627450980392156,8.627450980392156,8.627450980392156,8.668314263697741,3.6269157498428566,13.709712777552626,0.6396844165531279,0.0697849498048956,0.508073228239483,0.7813637697025431,0.7597845627132399,0.7597845627132399,113.0
Nashik,2020-05-13,751,,10,126,23,34,,,41.142857142857146,,,,,244.7935522524527,,,11.0,3.5483870967741935,15.068493150684931,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,9.687078576783469,5.227808028674457,14.146349124892481,0.6909332736109101,0.0720351516461815,0.556882076517407,0.8401950993158491,0.8132608829018371,0.8132608829018371,114.0
Nashik,2020-05-14,807,,56,139,13,34,,,39.142857142857146,,,,,262.3138934504544,,,11.0,3.2544378698224854,13.836477987421384,6.984126984126984,6.984126984126984,6.984126984126984,6.984126984126984,6.984126984126984,13.285546773842437,-4.3173786487128325,30.888472196397707,0.7257973980194721,0.0722781275031946,0.590436711121055,0.8759371637614342,0.8492101997559759,0.8492101997559759,115.0
Nashik,2020-05-15,825,,18,139,,34,,,38.285714285714285,,,,,258.0566142808465,,,11.0,3.170028818443804,13.836477987421384,6.3768115942028984,6.3768115942028984,6.3768115942028984,6.3768115942028984,6.3768115942028984,13.52547924983468,-4.04388493410171,31.094843433771068,0.9306854373428071,0.086585182345789,0.767002208389741,1.10802313766311,1.0779901268838399,1.0779901268838399,116.0
Nashik,2020-05-16,835,,10,265,126,35,1,,34.285714285714285,,,,,262.9688594765479,,,7.5,3.2670454545454546,8.041958041958042,6.166219839142091,6.166219839142091,6.166219839142091,6.166219839142091,6.166219839142091,15.87722407536036,-2.5734324928495234,34.32788064357024,1.10318521788631,0.0977727002818077,0.9185260379718009,1.3031760740420502,1.27034404896716,1.27034404896716,117.0
Nashik,2020-05-17,851,,16,416,151,35,,,27.428571428571427,,,,,384.3013158103723,,,1.0,3.1944444444444446,5.2631578947368425,5.707196029776675,5.707196029776675,5.707196029776675,5.707196029776675,5.707196029776675,21.42476725904457,-3.604475410967371,46.45400992905651,1.29370656732184,0.108613112561034,1.08904771700767,1.5165660911802,1.47541417363123,1.47541417363123,118.0
