dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
21 May,S.A.S. Nagar,102,,99,3,,,,,,,,,,,
22 May,S.A.S. Nagar,102,,99,3,,,,,,,,,,,
23 May,S.A.S. Nagar,102,,99,3,,,,,,,,,,,
24 May,S.A.S. Nagar,102,,99,3,,,,,,,,,,,
25 May,S.A.S. Nagar,103,,99,3,1,,1.0,,,,,21.113421299219407,,,
26 May,S.A.S. Nagar,103,,99,3,,,1.0,,,,,,,,
27 May,S.A.S. Nagar,103,,99,3,,,1.0,,,,,,,,
28 May,S.A.S. Nagar,104,,99,3,1,,1.0,,,,,19.10261927072232,,,
29 May,S.A.S. Nagar,107,,99,3,3,,1.6666666666666667,,,,,39.210639555693184,,,
30 May,S.A.S. Nagar,111,,99,3,4,,2.25,,,,,36.194436512947554,,,
31 May,S.A.S. Nagar,111,,99,3,,,2.25,,,,,,,,
01 June,S.A.S. Nagar,113,2.154843630816171,100,3,2,0.03813882532418002,2.5,0.03813882532418002,5244,5244,5272.32291871936,38.20523854144464,3278.612707464499,5244.0,
02 June,S.A.S. Nagar,113,2.054919076195672,100,3,,,2.5,0.03813882532418002,255,5499,5528.700177352739,,5244.1716903204015,2749.5,
03 June,S.A.S. Nagar,120,2.1130480718436346,100,3,7,3.888888888888889,3.4,0.16592920353982302,180,5679,5709.672359917477,34.183634484450465,4732.422574067893,1893.0,
04 June,S.A.S. Nagar,120,1.9926934573231485,103,3,,,4.0,0.16592920353982302,343,6022,6054.524907804727,,5928.8497810236595,1505.5,
05 June,S.A.S. Nagar,124,1.9798818457608176,104,3,4,1.6597510373443984,4.25,0.2294792586054722,241,6263,6296.8265522386255,46.248446655432986,6644.695303168622,1252.6,
06 June,S.A.S. Nagar,124,1.9798818457608176,104,3,,,4.333333333333333,0.2294792586054722,,6263,6296.8265522386255,,,1252.6,
07 June,S.A.S. Nagar,125,1.8735011990407673,104,3,1,0.24449877750611246,3.5,0.23049061573921634,409,6672,6708.03556706628,93.50229432511452,8336.78521014892,1112.0,
08 June,S.A.S. Nagar,128,1.836441893830703,105,3,3,1.0067114093959733,3.75,1.3297872340425532,298,6970,7007.645069312346,55.297055783669876,5585.002634150657,287.6666666666667,
09 June,S.A.S. Nagar,133,1.9639692852923805,105,3,5,2.525252525252525,4.0,1.5082956259426847,198,6772,6808.575668491135,56.30245679791842,6557.225414928998,278.1666666666667,
10 June,S.A.S. Nagar,136,2.008269344359126,109,3,3,,3.2,1.1343804537521816,,6772,6808.575668491135,86.46448722537471,,297.8,
11 June,S.A.S. Nagar,140,2.067336089781453,109,3,4,,3.3333333333333335,1.1343804537521816,,6772,6808.575668491135,82.44288316838055,,286.5,
12 June,S.A.S. Nagar,143,2.1116361488481985,113,3,3,,3.1666666666666665,0.994475138121547,,6772,6808.575668491135,99.53470041060578,,301.6666666666667,
13 June,S.A.S. Nagar,154,2.2740696987595985,114,3,11,,4.285714285714286,0.994475138121547,,6772,6808.575668491135,77.41587809713782,,301.6666666666667,
14 June,S.A.S. Nagar,164,2.4217365623154166,114,3,10,,5.571428571428571,1.6129032258064515,,6772,6808.575668491135,77.41587809713782,,248.0,
15 June,S.A.S. Nagar,175,2.584170112226816,114,3,11,,6.714285714285714,2.525252525252525,,6772,6808.575668491135,127.68592880956498,,198.0,
16 June,S.A.S. Nagar,179,2.6432368576491436,124,3,4,,6.571428571428571,,,6772,6808.575668491135,104.56170548184849,,,
17 June,S.A.S. Nagar,184,2.7170702894270526,129,3,5,,6.857142857142857,,,6772,6808.575668491135,126.68052779531644,,,
18 June,S.A.S. Nagar,191,2.029324266893328,131,3,7,0.26515151515151514,7.285714285714286,0.26515151515151514,2640,9412,9462.83434610729,118.6373196813281,11180.0592784438,2640.0,
19 June,S.A.S. Nagar,202,2.1008840353614144,136,3,11,5.41871921182266,8.428571428571429,0.6331340133661625,203,9615,9666.930751999742,218.17202009193386,7524.421190636097,1421.5,
20 June,S.A.S. Nagar,213,2.215288611544462,136,3,11,,8.428571428571429,0.6331340133661625,,9615,9666.930751999742,120.64812170982518,,1421.5,
21 June,S.A.S. Nagar,217,2.1508573694122313,148,3,4,0.8438818565400844,7.571428571428571,0.6632499246306904,474,10089,10143.490832753552,122.65892373832227,5130.561375710316,1105.6666666666667,
22 June,S.A.S. Nagar,219,2.192631157388867,148,3,2,1.9801980198019802,6.285714285714286,0.7021650087770626,101,9988,10041.94533031445,161.86956329401545,5989.173841878572,854.5,
23 June,S.A.S. Nagar,219,2.1472693401313854,170,3,,,6.666666666666667,0.7021650087770626,211,10199,10254.084944320892,,8666.556742822442,725.8,
24 June,S.A.S. Nagar,224,2.1962937542896364,170,3,5,,6.666666666666667,0.7021650087770626,,10199,10254.084944320892,231.24223327716493,,725.8,
25 June,S.A.S. Nagar,228,2.1412471825694968,170,3,4,0.89086859688196,6.166666666666667,1.7114914425427872,449,10648,10705.509999718488,142.76694402329312,8224.180296553082,287.6,
26 June,S.A.S. Nagar,234,2.150932990164537,170,3,6,2.5974025974025974,5.333333333333333,1.2749003984063745,231,10879,10937.7576340099,189.0153906787261,7924.570794307017,293.2,
27 June,S.A.S. Nagar,242,2.1694307485432542,182,3,8,2.898550724637681,4.833333333333333,1.5676028739386023,276,11155,11215.248313942498,99.53470041060578,7552.572419035057,290.3333333333333,
28 June,S.A.S. Nagar,250,2.2411474675033616,190,3,8,,5.5,1.8921475875118259,,11155,11215.248313942498,160.8641622797669,,253.6,
29 June,S.A.S. Nagar,254,2.2770058269834155,192,3,4,,5.833333333333333,1.8828451882845187,,11155,11215.248313942498,203.09100487820572,,291.75,
30 June,S.A.S. Nagar,265,2.3756163155535632,196,3,11,,6.571428571428571,1.8828451882845187,,11155,11215.248313942498,150.81015213728148,,318.6666666666667,
01 July,S.A.S. Nagar,271,2.2361580988530405,196,4,6,0.6224066390041494,6.714285714285714,1.25,964,12119,12184.454891678095,100.54010142485431,7206.714470133557,480.0,1.0
02 July,S.A.S. Nagar,277,2.2460066488283466,202,4,6,2.803738317757009,7.0,1.543026706231454,214,12333,12399.610708727283,116.62651765283101,8851.550529444174,421.25,1.0
03 July,S.A.S. Nagar,281,2.2784399578366985,210,4,4,,6.714285714285714,1.375515818431912,,12333,12399.610708727283,153.8263551800271,,484.6666666666667,1.0
04 July,S.A.S. Nagar,286,2.221876942200124,220,5,5,0.9276437847866419,6.285714285714286,0.9900990099009901,539,12872,12941.521855407247,172.92897445074942,7571.675038305779,572.3333333333334,1.0
05 July,S.A.S. Nagar,302,2.3101047961447256,220,5,16,7.960199004975125,7.428571428571429,1.7205422314911365,201,13073,13143.607459271205,174.93977647924652,6237.507892397962,479.5,1.0
06 July,S.A.S. Nagar,317,2.424845100589,229,5,15,,9.0,1.7205422314911365,,13073,13143.607459271205,209.12341096369698,,479.5,1.0
07 July,S.A.S. Nagar,319,2.3493887170422743,234,6,2,0.39603960396039606,7.714285714285714,1.4444903012794057,505,13578,13651.334971466718,259.39346167612416,9892.140579191417,484.6,1.0
08 July,S.A.S. Nagar,325,2.32608073289436,246,6,6,1.5228426395939085,7.714285714285714,1.888828926065839,394,13972,14047.462971080646,158.85336025126983,7868.268337509099,370.6,1.0
09 July,S.A.S. Nagar,335,2.3444607740219747,253,6,10,3.1545741324921135,8.285714285714286,1.9938650306748467,317,14289,14366.175092597434,234.25843631991057,9285.883767599546,391.2,1.0
10 July,S.A.S. Nagar,356,2.4321923891507824,257,7,21,6.0344827586206895,10.714285714285714,2.6041666666666665,348,14637,14716.054645555927,218.17202009193386,8666.556742822442,384.0,1.0
11 July,S.A.S. Nagar,368,2.458742566980691,257,7,12,3.6363636363636362,11.714285714285714,3.198090692124105,330,14967,15047.836980257945,231.24223327716493,10505.435197883027,349.1666666666667,1.0
12 July,S.A.S. Nagar,391,2.612413977416984,274,7,23,,12.714285714285714,2.692713833157339,,14967,15047.836980257945,235.2638373341591,,378.8,1.0
13 July,S.A.S. Nagar,417,2.7002525416046104,282,7,26,5.46218487394958,14.285714285714286,3.2489451476793247,476,15443,15526.407863040253,358.9281620867299,5790.10444105736,395.0,1.0
14 July,S.A.S. Nagar,442,2.784953689118518,287,9,25,5.841121495327103,17.571428571428573,4.361098996947231,428,15871,15956.719497138629,334.7985377447649,8745.983422948077,382.1666666666667,1.5
15 July,S.A.S. Nagar,455,2.7592480291085506,290,9,13,2.10016155088853,18.571428571428573,4.249404289118348,619,16490,16579.062724958476,289.55549210358043,12014.54212027009,419.6666666666667,1.5
16 July,S.A.S. Nagar,478,2.8275658089322686,297,9,23,5.542168674698795,20.428571428571427,4.587155963302752,415,16905,16996.30414587162,296.5932992033202,8283.498956393747,436.0,1.5
17 July,S.A.S. Nagar,492,2.9103815439219165,297,9,14,,19.428571428571427,4.365079365079365,,16905,16996.30414587162,349.87955295849304,,453.6,2.0
18 July,S.A.S. Nagar,520,3.0760130139012127,297,10,28,,21.714285714285715,4.489164086687307,,16905,16996.30414587162,351.89035498699013,,484.5,1.5
19 July,S.A.S. Nagar,541,3.2002366163856846,346,11,21,,21.428571428571427,4.489164086687307,,16905,16996.30414587162,309.6635123885513,,484.5,1.3333333333333333
20 July,S.A.S. Nagar,550,3.2534753031647443,368,12,9,,19.0,4.172366621067032,,16905,16996.30414587162,412.2144158419027,,487.3333333333333,1.25
21 July,S.A.S. Nagar,574,3.3954451345755694,384,12,24,,18.857142857142858,3.481624758220503,,16905,16996.30414587162,381.04698440019786,,517.0,1.0
22 July,S.A.S. Nagar,605,3.5788228334812184,384,12,31,,21.428571428571427,5.542168674698795,,16905,16996.30414587162,414.2252178703998,,415.0,1.0
23 July,S.A.S. Nagar,635,3.75628512274475,408,13,30,,22.428571428571427,,,16905,16996.30414587162,440.3656442408619,,,1.0
24 July,S.A.S. Nagar,647,3.8272700384501626,426,13,12,,22.142857142857142,,,16905,16996.30414587162,479.5762837965551,,,1.0
25 July,S.A.S. Nagar,679,4.01656314699793,448,13,32,,22.714285714285715,,,16905,16996.30414587162,470.5276746683182,,,1.0
26 July,S.A.S. Nagar,707,4.182194616977226,459,14,28,,23.714285714285715,,,16905,16996.30414587162,536.8841416087221,,,1.0
27 July,S.A.S. Nagar,738,4.365572315882875,460,14,31,,26.857142857142858,,,16905,16996.30414587162,553.9759588509473,,,1.0
28 July,S.A.S. Nagar,768,4.543034605146406,470,14,30,,27.714285714285715,,,16905,16996.30414587162,612.2892176773628,,,1.0
29 July,S.A.S. Nagar,799,4.726412304052055,470,14,31,,27.714285714285715,,,16905,16996.30414587162,571.0677760931725,,,1.0
30 July,S.A.S. Nagar,817,4.832889677610175,506,14,18,,26.0,,,16905,16996.30414587162,512.754517266757,,,1.0
31 July,S.A.S. Nagar,841,4.974859509021,531,14,24,,27.714285714285715,,,16905,16996.30414587162,666.5808724467842,,,1.0
01 August,S.A.S. Nagar,875,5.175983436853002,552,15,34,,28.0,,,16905,16996.30414587162,949.0985574506248,,,1.0
02 August,S.A.S. Nagar,927,5.483584738243123,552,16,52,,31.428571428571427,,,16905,16996.30414587162,794.2668012563491,,,1.0
03 August,S.A.S. Nagar,938,5.548654244306419,570,17,11,,28.571428571428573,,,16905,16996.30414587162,677.6402836035181,,,1.0
04 August,S.A.S. Nagar,949,5.613723750369713,573,17,11,,25.857142857142858,,,16905,16996.30414587162,490.6356949532891,,,1.0
05 August,S.A.S. Nagar,976,5.773439810706892,576,17,27,,25.285714285714285,,,16905,16996.30414587162,845.5422529830248,,,1.0
06 August,S.A.S. Nagar,1080,6.388642413487134,592,17,104,,37.57142857142857,,,16905,16996.30414587162,1040.5900497472421,,,1.0
07 August,S.A.S. Nagar,1157,6.8441289559301985,649,17,77,,45.142857142857146,,,16905,16996.30414587162,1044.6116538042363,,,1.0
08 August,S.A.S. Nagar,1248,7.382431233362911,649,18,91,,53.285714285714285,,,16905,16996.30414587162,1003.3902122200461,,,1.0
09 August,S.A.S. Nagar,1260,7.453416149068323,659,19,12,,47.57142857142857,,,16905,16996.30414587162,980.2659888923296,,,1.0
10 August,S.A.S. Nagar,1319,7.8024253179532685,659,20,59,,54.42857142857143,,,16905,16996.30414587162,991.3254000490635,,,1.0
11 August,S.A.S. Nagar,1402,8.293404318249038,695,23,83,,64.71428571428571,,,16905,16996.30414587162,1005.4010142485432,,,1.5
12 August,S.A.S. Nagar,1506,8.908606921029282,714,25,104,,75.71428571428571,,,16905,16996.30414587162,1025.509034533514,,,1.6
13 August,S.A.S. Nagar,1594,9.429162969535641,714,28,88,,73.42857142857143,,,16905,16996.30414587162,1032.5468416332537,,,1.8333333333333333
14 August,S.A.S. Nagar,1647,9.74267968056788,828,30,53,,70.0,,,16905,16996.30414587162,1082.816892345681,,,1.8571428571428572
15 August,S.A.S. Nagar,1732,5.950458652557804,851,32,85,0.6966071135879364,69.14285714285714,0.6966071135879364,12202,29107,29264.207321732345,1033.5522426475025,18254.06081469655,12202.0,2.0
16 August,S.A.S. Nagar,1823,6.219083683007539,887,33,91,44.1747572815534,80.42857142857143,1.4184397163120568,206,29313,29471.319930667545,1171.2921815995528,10941.779238066896,6204.0,2.0
17 August,S.A.S. Nagar,1886,6.392136925944755,908,34,63,32.8125,81.0,1.8968253968253967,192,29505,29664.356925403266,1497.0421102160808,11652.597755140616,4200.0,2.0
18 August,S.A.S. Nagar,1990,6.744619556007456,925,38,104,,84.0,1.8968253968253967,,29505,29664.356925403266,1714.208729293766,,4200.0,2.142857142857143
19 August,S.A.S. Nagar,2103,7.1276054905948145,1095,38,113,,85.28571428571429,1.8968253968253967,,29505,29664.356925403266,1692.089906980298,,4200.0,2.1666666666666665
20 August,S.A.S. Nagar,2272,7.114451229059026,1095,43,169,6.954732510288066,96.85714285714286,2.714570858283433,2430,31935,32107.481390027227,1750.4031658067136,20399.586579102943,3757.5,2.5
21 August,S.A.S. Nagar,2414,7.559104430875215,1095,44,142,,109.57142857142857,2.714570858283433,,31935,32107.481390027227,1511.1177244155604,,3757.5,2.3333333333333335
22 August,S.A.S. Nagar,2573,7.595571955719557,1121,47,159,8.195876288659793,120.14285714285714,10.109060402684564,1940,33875,34057.9593576694,1323.1077347510827,22229.416425035288,1192.0,2.5
23 August,S.A.S. Nagar,2607,7.695940959409594,1121,47,34,,112.0,8.570802279701885,,33875,34057.9593576694,1142.135552186345,,1520.6666666666667,2.8
24 August,S.A.S. Nagar,2860,8.200951998623616,1288,55,253,25.325325325325327,139.14285714285714,10.821382007822686,999,34874,35062.354970903696,1513.1285264440576,12521.264231451356,1789.6666666666667,4.2
25 August,S.A.S. Nagar,3014,8.642541721626426,1374,64,154,,146.28571428571428,10.821382007822686,,34874,35062.354970903696,1299.9835114233663,,1789.6666666666667,5.2
26 August,S.A.S. Nagar,3068,8.797384871250788,1374,65,54,,137.85714285714286,10.821382007822686,,34874,35062.354970903696,1521.1717345580457,,1789.6666666666667,4.5
27 August,S.A.S. Nagar,3246,9.307793771864427,1374,70,178,,139.14285714285714,14.018373596461382,,34874,35062.354970903696,1755.4301708779565,,1469.5,4.5
28 August,S.A.S. Nagar,3333,9.557263290703677,1775,71,87,,131.28571428571428,14.018373596461382,,34874,35062.354970903696,1550.3283639712536,,1469.5,4.5
29 August,S.A.S. Nagar,3470,9.03528186434058,1862,72,137,3.879920702350609,128.14285714285714,8.609271523178808,3531,38405,38612.4259522153,1477.9394909453586,18713.529078208136,2265.0,4.166666666666667
30 August,S.A.S. Nagar,3619,9.423252180705637,1966,73,149,,144.57142857142858,8.609271523178808,,38405,38612.4259522153,1687.0629019090554,,2265.0,3.7142857142857144
31 August,S.A.S. Nagar,3722,9.691446426246582,2058,83,103,,123.14285714285714,3.879920702350609,,38405,38612.4259522153,1473.9178868883644,,3531.0,4.0
01 September,S.A.S. Nagar,3933,9.679801137062833,2058,83,211,9.478885893980234,131.28571428571428,6.044815007816571,2226,40631,40850.44860993256,1524.1879376007914,19106.640874779314,2878.5,3.1666666666666665
02 September,S.A.S. Nagar,4045,9.739477992872965,2058,92,112,12.430632630410654,139.57142857142858,6.908981676179033,901,41532,41756.31492377049,1488.9989021020924,20350.321929404763,2219.3333333333335,4.5
03 September,S.A.S. Nagar,4179,10.062120774342675,2142,93,134,,133.28571428571428,6.908981676179033,,41532,41756.31492377049,1534.2419477432768,,2219.3333333333335,3.8333333333333335
04 September,S.A.S. Nagar,4317,10.39439468361745,2186,99,138,,140.57142857142858,6.908981676179033,,41532,41756.31492377049,1506.0907193443177,,2219.3333333333335,4.666666666666667
05 September,S.A.S. Nagar,4463,10.74593084850236,2277,102,146,,141.85714285714286,10.329389190917812,,41532,41756.31492377049,1522.1771355722944,,1563.5,5.0
06 September,S.A.S. Nagar,4617,11.1167292689974,2518,102,154,,142.57142857142858,10.329389190917812,,41532,41756.31492377049,1956.510373727665,,1563.5,5.8
07 September,S.A.S. Nagar,4793,11.540498892420302,2844,117,176,,153.0,10.329389190917812,,41532,41756.31492377049,2121.396140064426,,1563.5,6.8
08 September,S.A.S. Nagar,4920,11.846287200231147,3867,118,127,,141.0,12.430632630410654,,41532,41756.31492377049,1974.6075919841387,,901.0,5.833333333333333
09 September,S.A.S. Nagar,5239,12.614369642685158,3867,118,319,,170.57142857142858,,,41532,41756.31492377049,2148.541967449137,,,5.2
10 September,S.A.S. Nagar,5546,13.353558701723973,3892,132,307,,195.28571428571428,,,41532,41756.31492377049,2472.281094037168,,,7.8
11 September,S.A.S. Nagar,5811,13.991620918809593,4074,133,265,,213.42857142857142,,,41532,41756.31492377049,2486.356708236647,,,6.8
12 September,S.A.S. Nagar,6142,14.788596744678802,4119,134,331,,239.85714285714286,,,41532,41756.31492377049,2454.183875780694,,,6.4
13 September,S.A.S. Nagar,6575,15.831166329577194,4119,137,433,,279.7142857142857,,,41532,41756.31492377049,2636.16145935968,,,5.833333333333333
30 January,Jalandhar,,,,,,,,,,,,,,,
31 January,Jalandhar,,,,,,,,,,,,,,,
01 February,Jalandhar,,,,,,,,,,,,,,,
02 February,Jalandhar,,,,,,,,,,,,,,,
03 February,Jalandhar,,,,,,,,,,,,,,,
04 February,Jalandhar,,,,,,,,,,,,,,,
05 February,Jalandhar,,,,,,,,,,,,,,,
06 February,Jalandhar,,,,,,,,,,,,,,,
07 February,Jalandhar,,,,,,,,,,,,,,,
08 February,Jalandhar,,,,,,,,,,,,,,,
09 February,Jalandhar,,,,,,,,,,,,,,,
10 February,Jalandhar,,,,,,,,,,,,,,,
11 February,Jalandhar,,,,,,,,,,,,,,,
12 February,Jalandhar,,,,,,,,,,,,,,,
13 February,Jalandhar,,,,,,,,,,,,,,,
14 February,Jalandhar,,,,,,,,,,,,,,,
15 February,Jalandhar,,,,,,,,,,,,,,,
