dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
30 April,Kolhapur,14,,4,,2,,1.3333333333333333,,,,,150.41275789144532,,,
01 May,Kolhapur,15,,5,,1,,1.25,,,,,260.0618524092228,,,
02 May,Kolhapur,16,,5,,1,,1.2,,,,,203.8183168683393,,,
03 May,Kolhapur,16,,5,,,,1.2,,,,,,,,
04 May,Kolhapur,14,,5,,-2,,0.6,,,,,404.28266143378187,,,
05 May,Kolhapur,15,,5,1,1,,0.6,,,,,253.86990354233654,,,1.0
06 May,Kolhapur,16,,5,1,1,,0.6666666666666666,,,,,318.11137303628146,,,1.0
07 May,Kolhapur,16,,8,1,,,0.4,,,,,,,,1.0
08 May,Kolhapur,16,,8,1,,,0.25,,,,,,,,1.0
09 May,Kolhapur,19,,8,1,3,,0.75,,,,,300.5675179134371,,,1.0
10 May,Kolhapur,19,,8,1,,,0.75,,,,,,,,1.0
11 May,Kolhapur,19,,8,1,,,1.6666666666666667,,,,,,,,1.0
12 May,Kolhapur,19,,8,1,,,2.0,,,,,,,,
13 May,Kolhapur,22,,8,1,3,,3.0,,,,,385.70681483312313,,,
14 May,Kolhapur,25,,8,1,3,,3.0,,,,,413.31258686465765,,,
15 May,Kolhapur,25,,8,1,,,3.0,,,,,,,,
16 May,Kolhapur,27,,8,1,2,,2.6666666666666665,,,,,414.34457834247206,,,
17 May,Kolhapur,36,,11,1,9,,4.25,,,,,605.5209996075853,,,
18 May,Kolhapur,52,,11,1,16,,6.6,,,,,517.2857282544561,,,
19 May,Kolhapur,81,,11,1,29,,10.333333333333334,,,,,536.1195727245685,,,
20 May,Kolhapur,139,,11,1,58,,19.5,,,,,557.5333958892168,,,
21 May,Kolhapur,161,,11,1,22,,22.666666666666668,,,,,605.005003868678,,,
22 May,Kolhapur,195,,12,1,34,,24.285714285714285,,,,,758.5137361935665,,,
23 May,Kolhapur,229,,12,1,34,,28.857142857142858,,,,,672.8584435349733,,,
24 May,Kolhapur,259,,12,1,30,,31.857142857142858,,,,,784.5715210083795,,,
25 May,Kolhapur,267,,15,1,8,,30.714285714285715,,,,,628.4828099889551,,,
26 May,Kolhapur,340,,18,1,73,,37.0,,,,,539.4735450274652,,,
27 May,Kolhapur,346,,18,1,6,,29.571428571428573,,,,,565.015334103371,,,
28 May,Kolhapur,351,,36,1,5,,27.142857142857142,,,,,670.2784648404373,,,
29 May,Kolhapur,379,,87,4,28,,26.285714285714285,,,,,691.9502858745393,,,3.0
30 May,Kolhapur,429,,104,4,50,,28.571428571428573,,,,,758.5137361935665,,,3.0
31 May,Kolhapur,457,,150,4,28,,28.285714285714285,,,,,641.6407013310884,,,3.0
01 June,Kolhapur,509,,150,4,52,,34.57142857142857,,,,,608.3589761715748,,,3.0
02 June,Kolhapur,543,,205,4,34,,29.0,,,,,590.0411274403696,,,3.0
03 June,Kolhapur,607,,213,6,64,,37.285714285714285,,,,,660.4745458012007,,,2.5
04 June,Kolhapur,612,,260,6,5,,37.285714285714285,,,,,756.7077511073913,,,2.5
05 June,Kolhapur,630,,303,6,18,,35.857142857142854,,,,,628.4828099889551,,,2.0
06 June,Kolhapur,638,,334,6,8,,29.857142857142858,,,,,706.6561644333941,,,2.0
07 June,Kolhapur,647,,335,8,9,,27.142857142857142,,,,,775.7995934469573,,,2.0
08 June,Kolhapur,648,,394,8,1,,19.857142857142858,,,,,658.9265585844792,,,2.0
09 June,Kolhapur,670,,430,8,22,,18.142857142857142,,,,,582.5591892262154,,,2.0
10 June,Kolhapur,671,,470,8,1,,9.142857142857142,,,,,839.5250672019951,,,2.0
11 June,Kolhapur,675,,504,8,4,,9.0,,,,,930.5983151191137,,,2.0
12 June,Kolhapur,681,,504,8,6,,7.285714285714286,,,,,901.186558001404,,,2.0
13 June,Kolhapur,692,,521,8,11,,7.714285714285714,,,,,884.1586986174668,,,2.0
14 June,Kolhapur,694,,532,8,2,,6.714285714285714,,,,,874.6127774476838,,,
15 June,Kolhapur,729,,532,8,35,,11.571428571428571,,,,,718.7820642977131,,,
16 June,Kolhapur,733,,532,8,4,,9.0,,,,,696.8522453941575,,,
17 June,Kolhapur,734,,615,8,1,,9.0,,,,,853.1989542830355,,,
18 June,Kolhapur,736,,646,8,2,,8.714285714285714,,,,,968.0080061898849,,,
19 June,Kolhapur,737,,661,8,1,,8.0,,,,,987.3578463989045,,,
20 June,Kolhapur,739,,666,8,2,,6.714285714285714,,,,,999.4837462632233,,,
21 June,Kolhapur,741,,670,8,2,,6.714285714285714,,,,,998.451754785409,,,
22 June,Kolhapur,747,,677,8,6,,2.5714285714285716,,,,,960.0100722368235,,,
23 June,Kolhapur,750,,691,8,3,,2.4285714285714284,,,,,829.2051524238512,,,
24 June,Kolhapur,758,,700,8,8,,3.4285714285714284,,,,,1003.3537143050273,,,
25 June,Kolhapur,774,,700,8,16,,5.428571428571429,,,,,1249.2256838943024,,,
26 June,Kolhapur,787,,707,9,13,,7.142857142857143,,,,,1296.1812961348564,,,1.0
27 June,Kolhapur,809,,710,10,22,,10.0,,,,,1642.930432680487,,,1.0
28 June,Kolhapur,824,,710,10,15,,11.857142857142858,,,,,1417.1822969085922,,,1.0
29 June,Kolhapur,841,,711,10,17,,13.428571428571429,,,,,1356.294799717544,,,1.0
30 June,Kolhapur,846,,711,11,5,,13.714285714285714,,,,,1258.5136071946317,,,1.0
01 July,Kolhapur,858,,717,11,12,,14.285714285714286,,,,,1428.5342031645503,,,1.0
02 July,Kolhapur,874,,722,12,16,,14.285714285714286,,,,,1632.6105179023432,,,1.0
03 July,Kolhapur,886,,724,12,12,,14.142857142857142,,,,,1641.8984412026725,,,1.0
04 July,Kolhapur,895,,732,12,9,,12.285714285714286,,,,,1825.0769285147244,,,1.0
05 July,Kolhapur,920,,732,12,25,,13.714285714285714,,,,,1691.176034268309,,,1.0
06 July,Kolhapur,949,,733,13,29,,15.428571428571429,,,,,1384.9325632268929,,,1.0
07 July,Kolhapur,969,,735,13,20,,17.571428571428573,,,,,1324.5610617747518,,,1.0
08 July,Kolhapur,1024,,758,16,55,,23.714285714285715,,,,,1703.5599320020815,,,1.6666666666666667
09 July,Kolhapur,1043,,759,16,19,,24.142857142857142,,,,,1773.735352493459,,,2.0
10 July,Kolhapur,1062,,765,17,19,,25.142857142857142,,,,,2028.3792496441565,,,1.6666666666666667
11 July,Kolhapur,1096,,794,19,34,,28.714285714285715,,,,,2099.844659482802,,,1.75
12 July,Kolhapur,1123,,807,20,27,,29.0,,,,,2019.3493242132806,,,1.6
13 July,Kolhapur,1220,,822,20,97,,38.714285714285715,,,,,1676.2121578400006,,,1.75
14 July,Kolhapur,1322,,831,20,102,,50.42857142857143,,,,,1739.1636379866775,,,1.75
15 July,Kolhapur,1385,,840,25,63,,51.57142857142857,,,,,2057.5330088924125,,,2.25
16 July,Kolhapur,1534,,886,27,149,,70.14285714285714,,,,,2229.3595899485063,,,2.2
17 July,Kolhapur,1604,,890,29,70,,77.42857142857143,,,,,2143.4462994204596,,,2.4
18 July,Kolhapur,1865,,904,29,261,,109.85714285714286,,,,,2153.766214198603,,,2.5
19 July,Kolhapur,2071,,907,30,206,,135.42857142857142,,,,,2455.6237214593084,,,2.5
20 July,Kolhapur,2250,,950,34,179,,147.14285714285714,,,,,2125.902444297615,,,2.8
21 July,Kolhapur,2413,,975,37,163,,155.85714285714286,,,,,2150.67023976516,,,2.8333333333333335
22 July,Kolhapur,2646,,988,53,233,,180.14285714285714,,,,,2728.585467341211,,,4.666666666666667
23 July,Kolhapur,2844,,1004,57,198,,187.14285714285714,,,,,2552.888918243313,,,5.0
24 July,Kolhapur,3213,,1008,64,369,,229.85714285714286,,,,,2480.649514796307,,,5.833333333333333
25 July,Kolhapur,3324,,1024,71,111,,208.42857142857142,,,,,2386.7382903151984,,,6.0
26 July,Kolhapur,3478,,1156,74,154,,201.0,,,,,2433.1779068168453,,,6.285714285714286
27 July,Kolhapur,3891,,1169,82,413,,234.42857142857142,,,,,2044.3751175502794,,,6.857142857142857
28 July,Kolhapur,4020,,1235,88,129,,229.57142857142858,,,,,1990.9695585733853,,,7.285714285714286
29 July,Kolhapur,4176,,1288,92,156,,218.57142857142858,,,,,2376.418375537055,,,5.571428571428571
30 July,Kolhapur,4571,,1393,95,395,,246.71428571428572,,,,,2875.902250799213,,,5.428571428571429
31 July,Kolhapur,5060,,1590,105,489,,263.85714285714283,,,,,2662.5380127610906,,,5.857142857142857
01 August,Kolhapur,5666,,1694,113,606,,334.57142857142856,,,,,2477.0375446239564,,,6.0
02 August,Kolhapur,5863,,2049,116,197,,340.7142857142857,,,,,2453.301740634226,,,6.0
03 August,Kolhapur,6414,,2233,125,551,,360.42857142857144,,,,,2313.7248932598313,,,6.142857142857143
04 August,Kolhapur,6657,,2577,165,243,,376.7142857142857,,,,,2002.0634669598899,,,11.0
05 August,Kolhapur,7087,,2731,177,430,,415.85714285714283,,,,,2659.700036197101,,,12.142857142857142
06 August,Kolhapur,7651,,2817,190,564,,440.0,,,,,2970.587468888682,,,13.571428571428571
07 August,Kolhapur,7921,,2930,196,270,,408.7142857142857,,,,,2704.5916654820267,,,13.0
08 August,Kolhapur,8441,,3027,205,520,,396.42857142857144,,,,,3308.0486821339828,,,13.142857142857142
09 August,Kolhapur,8885,,3347,218,444,,431.7142857142857,,,,,3159.95790506762,,,14.571428571428571
10 August,Kolhapur,9464,,3403,230,579,,435.7142857142857,,,,,2368.678439453447,,,15.0
11 August,Kolhapur,10542,,4229,257,1078,,555.0,,,,,2860.680376501451,,,13.142857142857142
12 August,Kolhapur,11176,,5289,276,634,,584.1428571428571,,,,,3279.6689164940876,,,14.142857142857142
13 August,Kolhapur,12013,,5630,312,837,,623.1428571428571,,,,,3047.7288318553065,,,17.428571428571427
14 August,Kolhapur,12745,,6159,326,732,,689.1428571428571,,,,,3252.8371380709136,,,18.571428571428573
15 August,Kolhapur,13384,,6269,339,639,,706.1428571428571,,,,,3101.1343908322006,,,19.142857142857142
16 August,Kolhapur,13902,,6418,375,518,,716.7142857142857,,,,,2866.6143274988835,,,22.428571428571427
17 August,Kolhapur,14241,,7153,382,339,,682.4285714285714,,,,,2191.175905269374,,,21.714285714285715
18 August,Kolhapur,14712,,7412,398,471,,595.7142857142857,,,,,2868.6783104545125,,,20.142857142857142
19 August,Kolhapur,15246,,7901,413,534,,581.4285714285714,,,,,3396.5419513565657,,,19.571428571428573
20 August,Kolhapur,15821,,8638,435,575,,544.0,,,,,3778.8947938867923,,,17.571428571428573
21 August,Kolhapur,16376,,9572,455,555,,518.7142857142857,,,,,3653.5078293323454,,,18.428571428571427
22 August,Kolhapur,17009,,9849,463,633,,517.8571428571429,,,,,3738.905124121485,,,17.714285714285715
23 August,Kolhapur,17531,,10153,476,522,,518.4285714285714,,,,,2693.7557549649755,,,14.428571428571429
24 August,Kolhapur,18200,,10817,483,669,,565.5714285714286,,,,,2841.8465320313385,,,14.428571428571429
25 August,Kolhapur,18690,,12198,520,490,,568.2857142857143,,,,,2689.627789053718,,,17.428571428571427
26 August,Kolhapur,19076,,12592,535,386,,547.1428571428571,,,,,3841.072280425108,,,17.428571428571427
27 August,Kolhapur,19588,,12826,562,512,,538.1428571428571,,,,,3833.0743464720467,,,18.142857142857142
28 August,Kolhapur,20319,,13943,584,731,,563.2857142857143,,,,,3722.1352626070016,,,18.428571428571427
29 August,Kolhapur,20989,,14196,599,670,,568.5714285714286,,,,,4201.753301921232,,,19.428571428571427
30 August,Kolhapur,21963,,14418,627,974,,633.1428571428571,,,,,4233.229041994571,,,21.571428571428573
31 August,Kolhapur,22479,,15051,646,516,,611.2857142857143,,,,,3057.790748763997,,,23.285714285714285
01 September,Kolhapur,22756,,15878,662,277,,580.8571428571429,,,,,4067.3364119359103,,,20.285714285714285
02 September,Kolhapur,23359,,16527,682,603,,611.8571428571429,,,,,4497.676858184505,,,21.0
03 September,Kolhapur,23827,,17061,712,468,,605.5714285714286,,,,,4671.05142645732,,,21.428571428571427
04 September,Kolhapur,24501,,17525,752,674,,597.4285714285714,,,,,4958.203055159171,,,24.0
05 September,Kolhapur,25248,,17870,770,747,,608.4285714285714,,,,,5366.3556846347565,,,24.428571428571427
06 September,Kolhapur,26938,,18031,778,1690,,710.7142857142857,,,,,6024.250251741421,,,21.571428571428573
07 September,Kolhapur,28218,,18150,796,1280,,819.8571428571429,,,,,4238.646997253097,,,21.428571428571427
08 September,Kolhapur,29033,,18657,821,815,,896.7142857142857,,,,,5193.755109970301,,,22.714285714285715
09 September,Kolhapur,30069,,19037,837,1036,,958.5714285714286,,,,,6082.815768107387,,,22.142857142857142
10 September,Kolhapur,30609,,20227,876,540,,968.8571428571429,,,,,6049.018047208966,,,23.428571428571427
11 September,Kolhapur,31399,,21077,891,790,,985.4285714285714,,,,,6420.534979222141,,,19.857142857142858
12 September,Kolhapur,32137,,22030,914,738,,984.1428571428571,,,,,5697.624949013171,,,20.571428571428573
13 September,Kolhapur,32815,,22415,932,678,,839.5714285714286,,,,,5816.045971092371,,,22.0
30 January,Mumbai,,,,,,,,,,,,,,,
31 January,Mumbai,,,,,,,,,,,,,,,
01 February,Mumbai,,,,,,,,,,,,,,,
02 February,Mumbai,,,,,,,,,,,,,,,
03 February,Mumbai,,,,,,,,,,,,,,,
04 February,Mumbai,,,,,,,,,,,,,,,
05 February,Mumbai,,,,,,,,,,,,,,,
06 February,Mumbai,,,,,,,,,,,,,,,
07 February,Mumbai,,,,,,,,,,,,,,,
08 February,Mumbai,,,,,,,,,,,,,,,
09 February,Mumbai,,,,,,,,,,,,,,,
10 February,Mumbai,,,,,,,,,,,,,,,
11 February,Mumbai,,,,,,,,,,,,,,,
12 February,Mumbai,,,,,,,,,,,,,,,
13 February,Mumbai,,,,,,,,,,,,,,,
14 February,Mumbai,,,,,,,,,,,,,,,
15 February,Mumbai,,,,,,,,,,,,,,,
16 February,Mumbai,,,,,,,,,,,,,,,
17 February,Mumbai,,,,,,,,,,,,,,,
18 February,Mumbai,,,,,,,,,,,,,,,
19 February,Mumbai,,,,,,,,,,,,,,,
20 February,Mumbai,,,,,,,,,,,,,,,
21 February,Mumbai,,,,,,,,,,,,,,,
22 February,Mumbai,,,,,,,,,,,,,,,
23 February,Mumbai,,,,,,,,,,,,,,,
24 February,Mumbai,,,,,,,,,,,,,,,
25 February,Mumbai,,,,,,,,,,,,,,,
26 February,Mumbai,,,,,,,,,,,,,,,
27 February,Mumbai,,,,,,,,,,,,,,,
28 February,Mumbai,,,,,,,,,,,,,,,
29 February,Mumbai,,,,,,,,,,,,,,,
01 March,Mumbai,,,,,,,,,,,,,,,
02 March,Mumbai,,,,,,,,,,,,,,,
03 March,Mumbai,,,,,,,,,,,,,,,
04 March,Mumbai,,,,,,,,,,,,,,,
05 March,Mumbai,,,,,,,,,,,,,,,
06 March,Mumbai,,,,,,,,,,,,,,,
07 March,Mumbai,,,,,,,,,,,,,,,
08 March,Mumbai,,,,,,,,,,,,,,,
09 March,Mumbai,,,,,,,,,,,,,,,
10 March,Mumbai,,,,,,,,,,,,,,,
11 March,Mumbai,,,,,,,,,,,,,,,
12 March,Mumbai,,,,,,,,,,,,,,,
13 March,Mumbai,,,,,,,,,,,,,,,
14 March,Mumbai,,,,,,,,,,,,,,,
15 March,Mumbai,,,,,,,,,,,,,,,
16 March,Mumbai,,,,,,,,,,,,,,,
17 March,Mumbai,,,,,,,,,,,,,,,
18 March,Mumbai,,,,,,,,,,,,,,,
19 March,Mumbai,,,,,,,,,,,,,,,
20 March,Mumbai,,,,,,,,,,,,,,,
21 March,Mumbai,,,,,,,,,,,,,,,
22 March,Mumbai,,,,,,,,,,,,,,,
23 March,Mumbai,,,,,,,,,,,,,,,
24 March,Mumbai,,,,,,,,,,,,,,,
25 March,Mumbai,,,,,,,,,,,,,,,
26 March,Mumbai,,,,,,,,,,,,,,,
27 March,Mumbai,,,,,,,,,,,,,,,
28 March,Mumbai,,,,,,,,,,,,,,,
29 March,Mumbai,,,,,,,,,,,,,,,
30 March,Mumbai,,,,,,,,,,,,,,,
31 March,Mumbai,,,,,,,,,,,,,,,
01 April,Mumbai,,,,,,,,,,,,,,,
02 April,Mumbai,,,,,,,,,,,,,,,
03 April,Mumbai,,,,,,,,,,,,,,,
04 April,Mumbai,,,,,,,,,,,,,,,
05 April,Mumbai,,,,,,,,,,,,,,,
06 April,Mumbai,,,,,,,,,,,,,,,
07 April,Mumbai,,,,,,,,,,,,,,,
08 April,Mumbai,,,,,,,,,,,,,,,
09 April,Mumbai,,,,,,,,,,,,,,,
10 April,Mumbai,,,,,,,,,,,,,,,
11 April,Mumbai,,,,,,,,,,,,,,,
12 April,Mumbai,,,,,,,,,,,,,,,
13 April,Mumbai,,,,,,,,,,,,,,,
14 April,Mumbai,,,,,,,,,,,,,,,
15 April,Mumbai,,,,,,,,,,,,,,,
16 April,Mumbai,,,,,,,,,,,,,,,
17 April,Mumbai,,,,,,,,,,,,,,,
18 April,Mumbai,,,,,,,,,,,,,,,
19 April,Mumbai,,,,,,,,,,,,,,,
20 April,Mumbai,,,,,,,,,,,,,,,
21 April,Mumbai,,,,,,,,,,,,,,,
22 April,Mumbai,,,,,,,,,,,,,,,
23 April,Mumbai,,,,,,,,,,,,,,,
24 April,Mumbai,,,,,,,,,,,,,,,
25 April,Mumbai,,,,,,,,,,,,,,,
26 April,Mumbai,5407,,641,204,,,,,,,,,,,
27 April,Mumbai,5776,,711,219,369,,369.0,,,,,41.95341194159667,,,15.0
28 April,Mumbai,6169,,798,244,393,,381.0,,,,,58.50973925954478,,,20.0
29 April,Mumbai,6644,,936,270,475,,412.3333333333333,,,,,47.98120101366516,,,22.0
30 April,Mumbai,7061,,1092,290,417,,413.5,,,,,46.856013720212374,,,21.5
01 May,Mumbai,7812,,1134,296,751,,481.0,,,,,81.01348512860046,,,18.4
02 May,Mumbai,8359,,1203,322,547,,492.0,,,,,63.492711559121396,,,19.666666666666668
03 May,Mumbai,8800,,1230,343,441,,484.7142857142857,,,,,54.49121321149912,,,19.857142857142858
04 May,Mumbai,9310,,1395,361,510,,504.85714285714283,,,,,125.94060634575092,,,20.285714285714285
05 May,Mumbai,9945,,1605,387,635,,539.4285714285714,,,,,79.08459262553855,,,20.428571428571427
06 May,Mumbai,10714,,1694,412,769,,581.4285714285714,,,,,99.09685234480592,,,20.285714285714285
07 May,Mumbai,11394,,1793,437,680,,619.0,,,,,97.7305534884704,,,21.0
08 May,Mumbai,12142,,1867,462,748,,618.5714285714286,,,,,87.52349732643444,,,23.714285714285715
09 May,Mumbai,12864,,1867,489,722,,643.5714285714286,,,,,93.63165691946384,,,23.857142857142858
10 May,Mumbai,13739,,2296,508,875,,705.5714285714286,,,,,156.15992222705427,,,23.571428571428573
11 May,Mumbai,14521,,2366,528,782,,744.4285714285714,,,,,98.85574078192319,,,23.857142857142858
12 May,Mumbai,14947,,2513,556,426,,714.5714285714286,,,,,82.46015450589691,,,24.142857142857142
13 May,Mumbai,15747,,2739,596,800,,719.0,,,,,120.15392883656519,,,26.285714285714285
14 May,Mumbai,16738,,2944,621,991,,763.4285714285714,,,,,128.7535745793829,,,26.285714285714285
15 May,Mumbai,17671,,3125,655,933,,789.8571428571429,,,,,126.66394103439914,,,27.571428571428573
16 May,Mumbai,18555,,3260,696,884,,813.0,,,,,129.07505666322655,,,29.571428571428573
17 May,Mumbai,20150,,3498,734,1595,,915.8571428571429,,,,,188.6296126952632,,,32.285714285714285
18 May,Mumbai,21335,13.169753086419753,3730,757,1185,0.7314814814814815,973.4285714285714,0.7314814814814815,162000,162000,13020.024395667933,161.1428945266309,674.8712645087878,162000.0,32.714285714285715
19 May,Mumbai,22746,14.040740740740741,4352,800,1411,,1114.142857142857,0.7314814814814815,,162000,13020.024395667933,167.00994255677756,,162000.0,34.857142857142854
20 May,Mumbai,24118,14.887654320987654,4702,841,1372,,1195.857142857143,0.7314814814814815,,162000,13020.024395667933,173.68069579653334,,162000.0,35.0
21 May,Mumbai,25500,15.74074074074074,5769,882,1382,,1251.7142857142858,0.7314814814814815,,162000,13020.024395667933,188.46887165334138,,162000.0,37.285714285714285
22 May,Mumbai,27251,16.548754789853707,6096,909,1751,65.55597154623736,1368.5714285714287,1.7829490317056433,2671,164671,13234.694057154531,236.2893316250847,1058.1582789713827,82335.5,36.285714285714285
23 May,Mumbai,28817,17.49974190962586,6381,949,1566,,1466.0,1.7829490317056433,,164671,13234.694057154531,209.60631866606153,,82335.5,36.142857142857146
24 May,Mumbai,30542,18.547285192899782,7083,988,1725,,1484.5714285714287,1.7829490317056433,,164671,13234.694057154531,244.40675424213694,,82335.5,36.285714285714285
25 May,Mumbai,31972,18.28632872152413,7584,1026,1430,14.060963618485742,1519.5714285714287,24.772214002024764,10170,174841,14052.062255327019,195.78258906078446,1263.0227369007503,6420.5,38.42857142857143
26 May,Mumbai,32974,18.85942084522509,8013,1065,1002,,1461.142857142857,24.772214002024764,,174841,14052.062255327019,168.05475932926942,,6420.5,37.857142857142854
27 May,Mumbai,34018,18.318695106649937,8408,1097,1044,9.613259668508288,1414.2857142857142,17.826252056875237,10860,185701,14924.886112962535,176.01144090439982,1146.3247404655044,7900.333333333333,36.57142857142857
28 May,Mumbai,35485,18.679560134128558,8650,1135,1467,34.38818565400844,1426.4285714285713,20.352558372367433,4266,189967,15267.746755381791,208.8026134564524,1241.9656604089912,6991.75,36.142857142857146
29 May,Mumbai,36932,19.441271378713147,16008,1173,1447,,1383.0,15.579538266919672,,189967,15267.746755381791,215.5537372171691,,8432.0,37.714285714285715
30 May,Mumbai,38442,20.236146278037765,16364,1227,1510,,1375.0,15.579538266919672,,189967,15267.746755381791,236.2893316250847,,8432.0,39.714285714285715
31 May,Mumbai,39686,20.89099685734891,16791,1279,1244,,1306.2857142857142,15.579538266919672,,189967,15267.746755381791,199.88148562979103,,8432.0,41.57142857142857
01 June,Mumbai,41099,20.39581751502429,16985,1319,1413,12.244367417677642,1303.857142857143,14.715367884197105,11540,201507,16195.222567270728,189.51368842583324,736.756565648691,8888.666666666666,41.857142857142854
02 June,Mumbai,42216,20.95014068990159,17213,1368,1117,,1320.2857142857142,14.715367884197105,,201507,16195.222567270728,183.8073814376084,,8888.666666666666,43.285714285714285
03 June,Mumbai,43492,20.507259018959736,17472,1417,1276,12.067334972574239,1353.4285714285713,15.754359363153904,10574,212081,17045.060455911425,205.7485336599377,1108.5505956138752,8793.333333333334,45.714285714285715
04 June,Mumbai,44931,20.817869702403293,18096,1465,1439,38.39381003201708,1349.4285714285713,15.961642564380172,3748,215829,17346.289168472926,235.7267379783583,1009.3733727481084,8620.666666666666,47.142857142857146
05 June,Mumbai,46080,21.350235603185855,18778,1519,1149,,1306.857142857143,15.961642564380172,,215829,17346.289168472926,195.78258906078446,,8620.666666666666,49.42857142857143
06 June,Mumbai,47354,21.940517724680188,19977,1577,1274,,1273.142857142857,15.961642564380172,,215829,17346.289168472926,220.13485691194114,,8620.666666666666,50.0
07 June,Mumbai,48774,22.59844599196586,21190,1638,1420,,1298.2857142857142,15.961642564380172,,215829,17346.289168472926,241.67415652946588,,8620.666666666666,51.285714285714285
08 June,Mumbai,50085,23.205871314790876,22032,1702,1311,,1283.7142857142858,18.95684960201089,,215829,17346.289168472926,205.26631053417222,,7161.0,54.714285714285715
09 June,Mumbai,51100,21.877809650211926,22943,1760,1015,5.721210754748887,1269.142857142857,11.633346848392227,17741,233570,18772.14258084049,181.47663632974192,1125.508775536628,10687.666666666666,56.0
10 June,Mumbai,52667,22.548700603673417,23694,1857,1567,,1310.7142857142858,11.4197961747871,,233570,18772.14258084049,261.52567520681146,,10744.5,62.857142857142854
11 June,Mumbai,54085,22.26343174221593,24209,1954,1418,15.146336252937406,1307.7142857142858,8.97686602959082,9362,242932,19524.571398076558,289.8964691060138,1246.3860390618413,13551.5,69.85714285714286
12 June,Mumbai,55451,22.825729010587324,25152,2044,1366,,1338.7142857142858,8.97686602959082,,242932,19524.571398076558,280.73422971646966,,13551.5,75.0
13 June,Mumbai,56831,23.393789208502792,25947,2113,1380,,1353.857142857143,8.97686602959082,,242932,19524.571398076558,275.4297753330494,,13551.5,76.57142857142857
14 June,Mumbai,58226,23.968023973786902,26986,2182,1395,,1350.2857142857142,8.97686602959082,,242932,19524.571398076558,272.4560660574956,,13551.5,77.71428571428571
15 June,Mumbai,59293,22.699360667662035,30125,2250,1067,5.837618995513733,1315.4285714285713,7.712478790683326,18278,261210,20993.583780200126,223.91227139710406,953.7569722431565,15127.0,78.28571428571429
16 June,Mumbai,60228,22.76362536850858,31041,3167,935,27.744807121661722,1304.0,11.028700419219607,3370,264580,21264.432435838404,217.08077711542646,1216.8096873482252,10336.666666666666,201.0
17 June,Mumbai,61587,22.84316489124952,31338,3244,1359,27.028639618138424,1274.2857142857142,13.261002275375992,5028,269608,21668.535415229875,265.78531281773985,,9009.5,198.14285714285714
18 June,Mumbai,62875,23.32089552238806,31856,3311,1288,,1255.7142857142858,12.599340230919179,,269608,21668.535415229875,301.5501946453462,,8892.0,193.85714285714286
19 June,Mumbai,64139,23.006205387567704,32264,3425,1264,13.766064038335875,1241.142857142857,12.898098053432985,9182,278790,22406.49753869298,307.57798371741467,1443.4545564580005,8964.5,197.28571428571428
20 June,Mumbai,65329,22.73230242463046,32867,3561,1190,13.846869909239004,1214.0,13.081526140556106,8594,287384,23097.201795831068,311.3553982025776,1544.0784487010637,8890.4,206.85714285714286
21 June,Mumbai,66488,22.80187935114373,33491,3671,1159,27.55587256300523,1180.2857142857142,14.332689383040815,4206,291590,23435.24020699267,311.03391611873394,1539.015105880526,8109.666666666667,212.71428571428572
22 June,Mumbai,67586,22.92130868443097,34121,3737,1098,33.5677162947111,1184.7142857142858,20.81661763394847,3271,294861,23698.132181055815,299.0587084955579,1049.478262707604,5608.5,212.42857142857142
23 June,Mumbai,68410,22.850634146015587,34576,3844,824,18.2381584772023,1168.857142857143,19.810914106727203,4518,299379,24061.246194757223,258.3108543683749,1262.6208842959459,5799.833333333333,96.71428571428571
24 June,Mumbai,69528,22.819258918901177,37008,3964,1118,21.050649595179816,1134.4285714285713,18.964141155008267,5311,304690,24488.094031580633,312.56095601699127,1720.9739653360336,5847.0,102.85714285714286
25 June,Mumbai,70878,23.262332206504972,39149,4062,1350,,1143.2857142857142,18.964141155008267,,304690,24488.094031580633,389.15406249274156,,5847.0,107.28571428571429
26 June,Mumbai,72175,23.688010765039877,39744,4179,1297,,1148.0,20.806949806949806,,304690,24488.094031580633,403.7814973076277,,5180.0,107.71428571428571
27 June,Mumbai,74252,23.20570798161095,42329,4284,2077,13.59026369168357,1274.7142857142858,19.258031851238147,15283,319973,25716.396703426268,511.799477479095,2158.189599363401,6517.8,103.28571428571429
28 June,Mumbai,75539,23.266680219055893,43154,4371,1287,27.42382271468144,1293.0,19.361470552666585,4693,324666,26093.575558295834,441.475271638296,2130.702881194769,6615.2,100.0
29 June,Mumbai,76765,23.644299064269127,43545,4463,1226,,1311.2857142857142,17.802382150645865,,324666,26093.575558295834,422.5078286915205,,7451.25,103.71428571428571
30 June,Mumbai,77658,23.631478207418272,44170,4556,893,22.579013906447535,1321.142857142857,18.381095684289722,3955,328621,26411.440968696246,392.0474012473344,1900.2002270788698,7310.5,101.71428571428571
01 July,Mumbai,79145,23.29191632626635,44791,4631,1487,13.306487695749441,1373.857142857143,16.361875462883837,11175,339796,27309.58154043445,445.0115745605762,2023.8904588377152,8776.5,95.28571428571429
